!!SBtab TableID='ParameterData' TableType='Quantity'										
!QuantityType	!Compound	!Reaction	!Unit	!Median	!Mean	!Std	!Lower	!Upper	!Compound:Identifiers:kegg.compound	!Reaction:Identifiers:kegg.reaction
Michaelis constant	_S__Malate	FUM_R01082	mM	0.64666009	0.70206204	0.29677218	1e-05	1000	C00149	R01082
Michaelis constant	_S__Malate	MDH_R00342	mM	0.59870169	0.64999485	0.27476259	1e-05	1000	C00149	R00342
Michaelis constant	Acetyl_CoA	PDH_R00209	mM	0.030581258	0.033201276	0.014034679	1e-05	1000	C00024	R00209
Michaelis constant	Acetyl_CoA	CSN_R00351	mM	0.050864382	0.055222136	0.023343227	1e-05	1000	C00024	R00351
Michaelis constant	Acetyl_CoA	Overflow	mM	NaN	NaN	NaN	1e-05	1000	C00024	Overflow
Michaelis constant	Fumarate	SDH_R02164	mM	0.10381729	0.11271173	0.047644943	1e-05	1000	C00122	R02164
Michaelis constant	Fumarate	FUM_R01082	mM	0.18043722	0.195896	0.082808182	1e-05	1000	C00122	R01082
Michaelis constant	cis_Aconitate	ACN_R01325	mM	0.016657922	0.018085073	0.007644832	1e-05	1000	C00417	R01325
Michaelis constant	cis_Aconitate	ACN_R01900	mM	0.016657922	0.018085073	0.007644832	1e-05	1000	C00417	R01900
Michaelis constant	_6_Phospho_D_gluconate	GLH_R02035	mM	0.02	0.02171348	0.0091786142	1e-05	1000	C00345	R02035
Michaelis constant	_6_Phospho_D_gluconate	PGD_R01528	mM	0.017811853	0.019337865	0.0081744064	1e-05	1000	C00345	R01528
Michaelis constant	Orthophosphate	GAP_R01061	mM	1	1.085674	0.45893071	1e-05	1000	C00009	R01061
Michaelis constant	Orthophosphate	SCS_R00405	mM	1.003992	1.090008	0.46076276	1e-05	1000	C00009	R00405
Michaelis constant	Orthophosphate	PPC_R00345	mM	NaN	NaN	NaN	1e-05	1000	C00009	R00345
Michaelis constant	Pyruvate	PTS_RPTSsy	mM	NaN	NaN	NaN	1e-05	1000	C00022	RPTSsy
Michaelis constant	Pyruvate	PYK_R00200	mM	0.31	0.33655893	0.14226852	1e-05	1000	C00022	R00200
Michaelis constant	Pyruvate	PDH_R00209	mM	0.01	0.01085674	0.0045893071	1e-05	1000	C00022	R00209
Michaelis constant	NADPplus	ZWF_R00835	mM	0.007	0.0075997179	0.003212515	1e-05	1000	C00006	R00835
Michaelis constant	NADPplus	PGD_R01528	mM	0.016784756	0.018222773	0.00770304	1e-05	1000	C00006	R01528
Michaelis constant	NADPH	ZWF_R00835	mM	0.007	0.0075997179	0.003212515	1e-05	1000	C00005	R00835
Michaelis constant	NADPH	PGD_R01528	mM	0.00066332496	0.00072015465	0.0003044202	1e-05	1000	C00005	R01528
Michaelis constant	NADH	GAP_R01061	mM	0.059	0.064054765	0.027076912	1e-05	1000	C00004	R01061
Michaelis constant	NADH	PDH_R00209	mM	NaN	NaN	NaN	1e-05	1000	C00004	R00209
Michaelis constant	NADH	ICD_R00709	mM	NaN	NaN	NaN	1e-05	1000	C00004	R00709
Michaelis constant	NADH	KGD_R08549	mM	NaN	NaN	NaN	1e-05	1000	C00004	R08549
Michaelis constant	NADH	MDH_R00342	mM	0.027138618	0.029463692	0.012454745	1e-05	1000	C00004	R00342
Michaelis constant	NADplus	GAP_R01061	mM	0.09	0.097710659	0.041303764	1e-05	1000	C00003	R01061
Michaelis constant	NADplus	PDH_R00209	mM	0.041024383	0.044539105	0.018827349	1e-05	1000	C00003	R00209
Michaelis constant	NADplus	ICD_R00709	mM	0.08	0.086853919	0.036714457	1e-05	1000	C00003	R00709
Michaelis constant	NADplus	KGD_R08549	mM	NaN	NaN	NaN	1e-05	1000	C00003	R08549
Michaelis constant	NADplus	MDH_R00342	mM	0.12812311	0.13909993	0.05879963	1e-05	1000	C00003	R00342
Michaelis constant	ATP	PFK_R04779	mM	0.12	0.13028088	0.055071685	1e-05	1000	C00002	R04779
Michaelis constant	ATP	PGK_R01512	mM	0.48	0.52112351	0.22028674	1e-05	1000	C00002	R01512
Michaelis constant	ATP	PYK_R00200	mM	0.25	0.2714185	0.11473268	1e-05	1000	C00002	R00200
Michaelis constant	ATP	SCS_R00405	mM	0.090092484	0.097811066	0.041346208	1e-05	1000	C00002	R00405
Michaelis constant	_2_Oxoglutarate	ICD_R00709	mM	NaN	NaN	NaN	1e-05	1000	C00026	R00709
Michaelis constant	_2_Oxoglutarate	KGD_R08549	mM	4	4.3426959	1.8357228	1e-05	1000	C00026	R08549
Michaelis constant	Oxaloacetate	CSN_R00351	mM	0.033920097	0.036826167	0.015566974	1e-05	1000	C00036	R00351
Michaelis constant	Oxaloacetate	MDH_R00342	mM	0.034479991	0.037434029	0.015823927	1e-05	1000	C00036	R00342
Michaelis constant	Oxaloacetate	PPC_R00345	mM	NaN	NaN	NaN	1e-05	1000	C00036	R00345
Michaelis constant	Ubiquinone	SDH_R02164	mM	0.037084298	0.040261458	0.017019123	1e-05	1000	C00399	R02164
Michaelis constant	D_Erythrose_4_phosphate	TAL_R08575	mM	0.031862242	0.034592007	0.014622561	1e-05	1000	C00279	R08575
Michaelis constant	D_Erythrose_4_phosphate	TXT_R01067	mM	0.36	0.39084263	0.16521506	1e-05	1000	C00279	R01067
Michaelis constant	Ubiquinol	SDH_R02164	mM	NaN	NaN	NaN	1e-05	1000	C00390	R02164
Michaelis constant	ADP	PFK_R04779	mM	0.82825117	0.89921075	0.3801099	1e-05	1000	C00008	R04779
Michaelis constant	ADP	PGK_R01512	mM	0.2	0.2171348	0.091786142	1e-05	1000	C00008	R01512
Michaelis constant	ADP	PYK_R00200	mM	0.25	0.2714185	0.11473268	1e-05	1000	C00008	R00200
Michaelis constant	ADP	SCS_R00405	mM	0.061357924	0.066614702	0.028159036	1e-05	1000	C00008	R00405
Michaelis constant	Isocitrate	ACN_R01900	mM	0.19745878	0.21437586	0.090619899	1e-05	1000	C00311	R01900
Michaelis constant	Isocitrate	ICD_R00709	mM	2.4	2.6056176	1.1014337	1e-05	1000	C00311	R00709
Michaelis constant	D_Ribulose_5_phosphate	PGD_R01528	mM	0.14142136	0.15353749	0.064902605	1e-05	1000	C00199	R01528
Michaelis constant	D_Ribulose_5_phosphate	RPI_R01056	mM	3.1464265	3.4159934	1.4439918	1e-05	1000	C00199	R01056
Michaelis constant	D_Ribulose_5_phosphate	RPE_R01529	mM	0.86969557	0.94420585	0.39913001	1e-05	1000	C00199	R01529
Michaelis constant	D_Xylulose_5_phosphate	RPE_R01529	mM	NaN	NaN	NaN	1e-05	1000	C00231	R01529
Michaelis constant	D_Xylulose_5_phosphate	TXT_R01641	mM	0.49	0.53198025	0.22487605	1e-05	1000	C00231	R01641
Michaelis constant	D_Xylulose_5_phosphate	TXT_R01067	mM	0.49	0.53198025	0.22487605	1e-05	1000	C00231	R01067
Michaelis constant	D_Glucose_6_phosphate	PTS_RPTSsy	mM	NaN	NaN	NaN	1e-05	1000	C00092	RPTSsy
Michaelis constant	D_Glucose_6_phosphate	PGI_R02740	mM	NaN	NaN	NaN	1e-05	1000	C00092	R02740
Michaelis constant	D_Glucose_6_phosphate	ZWF_R00835	mM	0.174	0.18890727	0.079853944	1e-05	1000	C00092	R00835
Michaelis constant	_3_Phospho_D_glyceroyl_phosphate	GAP_R01061	mM	0.05	0.054283699	0.022946536	1e-05	1000	C00236	R01061
Michaelis constant	_3_Phospho_D_glyceroyl_phosphate	PGK_R01512	mM	0.0018	0.0019542132	0.00082607528	1e-05	1000	C00236	R01512
Michaelis constant	CoA	PDH_R00209	mM	0.0034641016	0.003760885	0.0015897826	1e-05	1000	C00010	R00209
Michaelis constant	CoA	CSN_R00351	mM	NaN	NaN	NaN	1e-05	1000	C00010	R00351
Michaelis constant	CoA	KGD_R08549	mM	NaN	NaN	NaN	1e-05	1000	C00010	R08549
Michaelis constant	CoA	SCS_R00405	mM	0.086881013	0.094324455	0.039872365	1e-05	1000	C00010	R00405
Michaelis constant	CoA	Overflow	mM	NaN	NaN	NaN	1e-05	1000	C00010	Overflow
Michaelis constant	CO2	PDH_R00209	mM	NaN	NaN	NaN	1e-05	1000	C00011	R00209
Michaelis constant	CO2	PGD_R01528	mM	41.231056	44.763485	18.922198	1e-05	1000	C00011	R01528
Michaelis constant	CO2	ICD_R00709	mM	NaN	NaN	NaN	1e-05	1000	C00011	R00709
Michaelis constant	CO2	KGD_R08549	mM	NaN	NaN	NaN	1e-05	1000	C00011	R08549
Michaelis constant	CO2	PPC_R00345	mM	0.19	0.20627806	0.087196835	1e-05	1000	C00011	R00345
Michaelis constant	D_Ribose_5_phosphate	RPI_R01056	mM	2.2	2.3884828	1.0096476	1e-05	1000	C00117	R01056
Michaelis constant	D_Ribose_5_phosphate	TXT_R01641	mM	0.53	0.57540721	0.24323328	1e-05	1000	C00117	R01641
Michaelis constant	Glycerone_phosphate	ALD_R01070	mM	0.16124515	0.17505966	0.074000352	1e-05	1000	C00111	R01070
Michaelis constant	Glycerone_phosphate	TIM_R01015	mM	1	1.085674	0.45893071	1e-05	1000	C00111	R01015
Michaelis constant	D_Glucose	PTS_RPTSsy	mM	NaN	NaN	NaN	1e-05	1000	C00031	RPTSsy
Michaelis constant	D_Fructose_1_6_bisphosphate	PFK_R04779	mM	NaN	NaN	NaN	1e-05	1000	C00354	R04779
Michaelis constant	D_Fructose_1_6_bisphosphate	ALD_R01070	mM	NaN	NaN	NaN	1e-05	1000	C00354	R01070
Michaelis constant	D_Glyceraldehyde_3_phosphate	ALD_R01070	mM	0.13076697	0.1419703	0.060012979	1e-05	1000	C00118	R01070
Michaelis constant	D_Glyceraldehyde_3_phosphate	TIM_R01015	mM	1	1.085674	0.45893071	1e-05	1000	C00118	R01015
Michaelis constant	D_Glyceraldehyde_3_phosphate	GAP_R01061	mM	0.21	0.22799154	0.09637545	1e-05	1000	C00118	R01061
Michaelis constant	D_Glyceraldehyde_3_phosphate	TXT_R01641	mM	4.9	5.3198025	2.2487605	1e-05	1000	C00118	R01641
Michaelis constant	D_Glyceraldehyde_3_phosphate	TAL_R08575	mM	0.084433137	0.09166686	0.03874896	1e-05	1000	C00118	R08575
Michaelis constant	D_Glyceraldehyde_3_phosphate	TXT_R01067	mM	4.9	5.3198025	2.2487605	1e-05	1000	C00118	R01067
Michaelis constant	Phosphoenolpyruvate	PTS_RPTSsy	mM	NaN	NaN	NaN	1e-05	1000	C00074	RPTSsy
Michaelis constant	Phosphoenolpyruvate	PGH_R00658	mM	0.3	0.3257022	0.13767921	1e-05	1000	C00074	R00658
Michaelis constant	Phosphoenolpyruvate	PYK_R00200	mM	0.31	0.33655893	0.14226852	1e-05	1000	C00074	R00200
Michaelis constant	Phosphoenolpyruvate	PPC_R00345	mM	0.38431493	0.41724072	0.17637392	1e-05	1000	C00074	R00345
Michaelis constant	Citrate	CSN_R00351	mM	0.001	0.001085674	0.00045893071	1e-05	1000	C00158	R00351
Michaelis constant	Citrate	ACN_R01325	mM	0.73118139	0.79382461	0.3355616	1e-05	1000	C00158	R01325
Michaelis constant	Succinyl_CoA	KGD_R08549	mM	0.077459667	0.084095945	0.03554862	1e-05	1000	C00091	R08549
Michaelis constant	Succinyl_CoA	SCS_R00405	mM	0.027912311	0.03030367	0.012809817	1e-05	1000	C00091	R00405
Michaelis constant	_3_Phospho_D_glycerate	PGK_R01512	mM	0.69	0.74911505	0.31666219	1e-05	1000	C00197	R01512
Michaelis constant	_3_Phospho_D_glycerate	PGM_R01518	mM	0.65	0.70568809	0.29830496	1e-05	1000	C00197	R01518
Michaelis constant	D_Glucono_1_5_lactone_6_phosphate	ZWF_R00835	mM	0.174	0.18890727	0.079853944	1e-05	1000	C01236	R00835
Michaelis constant	D_Glucono_1_5_lactone_6_phosphate	GLH_R02035	mM	0.02	0.02171348	0.0091786142	1e-05	1000	C01236	R02035
Michaelis constant	D_Fructose_6_phosphate	PGI_R02740	mM	NaN	NaN	NaN	1e-05	1000	C00085	R02740
Michaelis constant	D_Fructose_6_phosphate	PFK_R04779	mM	NaN	NaN	NaN	1e-05	1000	C00085	R04779
Michaelis constant	D_Fructose_6_phosphate	TAL_R08575	mM	0.49559808	0.53805794	0.22744518	1e-05	1000	C00085	R08575
Michaelis constant	D_Fructose_6_phosphate	TXT_R01067	mM	7	7.5997179	3.212515	1e-05	1000	C00085	R01067
Michaelis constant	_2_Phospho_D_glycerate	PGM_R01518	mM	0.041	0.044512633	0.018816159	1e-05	1000	C00631	R01518
Michaelis constant	_2_Phospho_D_glycerate	PGH_R00658	mM	0.3	0.3257022	0.13767921	1e-05	1000	C00631	R00658
Michaelis constant	Succinate	SCS_R00405	mM	2.2969796	2.493771	1.0541545	1e-05	1000	C00042	R00405
Michaelis constant	Succinate	SDH_R02164	mM	0.11895397	0.12914523	0.05459163	1e-05	1000	C00042	R02164
Michaelis constant	Sedoheptulose_7_phosphate	TXT_R01641	mM	4	4.3426959	1.8357228	1e-05	1000	C05382	R01641
Michaelis constant	Sedoheptulose_7_phosphate	TAL_R08575	mM	0.28683033	0.31140423	0.13163525	1e-05	1000	C05382	R08575
Michaelis constant	Ext1	Overflow	mM	NaN	NaN	NaN	1e-05	1000		Overflow
activation constant	ADP	PFK_R04779	mM	NaN	NaN	NaN	0.0001	100	C00008	R04779
activation constant	D_Fructose_1_6_bisphosphate	PYK_R00200	mM	NaN	NaN	NaN	0.0001	100	C00354	R00200
inhibitory constant	NADH	CSN_R00351	mM	NaN	NaN	NaN	0.0001	100	C00004	R00351
inhibitory constant	_2_Oxoglutarate	CSN_R00351	mM	NaN	NaN	NaN	0.0001	100	C00026	R00351
inhibitory constant	Phosphoenolpyruvate	PFK_R04779	mM	NaN	NaN	NaN	0.0001	100	C00074	R04779
concentration	_S__Malate		mM	NaN	NaN	NaN	0.001	10	C00149	
concentration	Acetyl_CoA		mM	NaN	NaN	NaN	0.001	10	C00024	
concentration	Fumarate		mM	NaN	NaN	NaN	0.001	10	C00122	
concentration	cis_Aconitate		mM	NaN	NaN	NaN	0.001	10	C00417	
concentration	_6_Phospho_D_gluconate		mM	NaN	NaN	NaN	0.001	10	C00345	
concentration	Orthophosphate		mM	NaN	NaN	NaN	0.001	10	C00009	
concentration	Pyruvate		mM	NaN	NaN	NaN	0.001	10	C00022	
concentration	NADPplus		mM	NaN	NaN	NaN	0.001	10	C00006	
concentration	NADPH		mM	NaN	NaN	NaN	0.001	10	C00005	
concentration	NADH		mM	NaN	NaN	NaN	0.001	10	C00004	
concentration	NADplus		mM	NaN	NaN	NaN	0.001	10	C00003	
concentration	ATP		mM	NaN	NaN	NaN	0.001	10	C00002	
concentration	H2O		mM	NaN	NaN	NaN	0.001	10	C00001	
concentration	_2_Oxoglutarate		mM	NaN	NaN	NaN	0.001	10	C00026	
concentration	Oxaloacetate		mM	NaN	NaN	NaN	0.001	10	C00036	
concentration	Ubiquinone		mM	NaN	NaN	NaN	0.001	10	C00399	
concentration	D_Erythrose_4_phosphate		mM	NaN	NaN	NaN	0.001	10	C00279	
concentration	Ubiquinol		mM	NaN	NaN	NaN	0.001	10	C00390	
concentration	ADP		mM	NaN	NaN	NaN	0.001	10	C00008	
concentration	Isocitrate		mM	NaN	NaN	NaN	0.001	10	C00311	
concentration	D_Ribulose_5_phosphate		mM	NaN	NaN	NaN	0.001	10	C00199	
concentration	D_Xylulose_5_phosphate		mM	NaN	NaN	NaN	0.001	10	C00231	
concentration	D_Glucose_6_phosphate		mM	NaN	NaN	NaN	0.001	10	C00092	
concentration	_3_Phospho_D_glyceroyl_phosphate		mM	NaN	NaN	NaN	0.001	10	C00236	
concentration	CoA		mM	NaN	NaN	NaN	0.001	10	C00010	
concentration	CO2		mM	NaN	NaN	NaN	0.001	10	C00011	
concentration	D_Ribose_5_phosphate		mM	NaN	NaN	NaN	0.001	10	C00117	
concentration	Glycerone_phosphate		mM	NaN	NaN	NaN	0.001	10	C00111	
concentration	D_Glucose		mM	NaN	NaN	NaN	0.001	10	C00031	
concentration	D_Fructose_1_6_bisphosphate		mM	NaN	NaN	NaN	0.001	10	C00354	
concentration	D_Glyceraldehyde_3_phosphate		mM	NaN	NaN	NaN	0.001	10	C00118	
concentration	Phosphoenolpyruvate		mM	NaN	NaN	NaN	0.001	10	C00074	
concentration	Citrate		mM	NaN	NaN	NaN	0.001	10	C00158	
concentration	Succinyl_CoA		mM	NaN	NaN	NaN	0.001	10	C00091	
concentration	_3_Phospho_D_glycerate		mM	NaN	NaN	NaN	0.001	10	C00197	
concentration	D_Glucono_1_5_lactone_6_phosphate		mM	NaN	NaN	NaN	0.001	10	C01236	
concentration	D_Fructose_6_phosphate		mM	NaN	NaN	NaN	0.001	10	C00085	
concentration	_2_Phospho_D_glycerate		mM	NaN	NaN	NaN	0.001	10	C00631	
concentration	Succinate		mM	NaN	NaN	NaN	0.001	10	C00042	
concentration	Sedoheptulose_7_phosphate		mM	NaN	NaN	NaN	0.001	10	C05382	
concentration	Ext1		mM	NaN	NaN	NaN	0.001	10		
equilibrium constant		PTS_RPTSsy	dimensionless	57262184	62168063	26279375	1e-10	1e+08		RPTSsy
equilibrium constant		PGI_R02740	dimensionless	0.36350845	0.39465167	0.16682519	1e-10	1e+08		R02740
equilibrium constant		PFK_R04779	dimensionless	1764.8694	1916.0728	809.95277	1e-10	1e+08		R04779
equilibrium constant		ALD_R01070	dimensionless	0.1889019	0.20508588	0.086692884	1e-10	1e+08		R01070
equilibrium constant		TIM_R01015	dimensionless	0.10733371	0.11652942	0.049258736	1e-10	1e+08		R01015
equilibrium constant		GAP_R01061	dimensionless	0.00035180468	0.00038194519	0.00016145397	1e-10	1e+08		R01061
equilibrium constant		PGK_R01512	dimensionless	1883.7137	2045.099	864.49407	1e-10	1e+08		R01512
equilibrium constant		PGM_R01518	dimensionless	0.1881272	0.20424481	0.08633735	1e-10	1e+08		R01518
equilibrium constant		PGH_R00658	dimensionless	5.202263	5.6479616	2.3874783	1e-10	1e+08		R00658
equilibrium constant		PYK_R00200	dimensionless	22335.814	24249.412	10250.591	1e-10	1e+08		R00200
equilibrium constant		PDH_R00209	dimensionless	1670759.7	1813900.3	766762.94	1e-10	1e+08		R00209
equilibrium constant		ZWF_R00835	dimensionless	12.916734	14.023362	5.9278859	1e-10	1e+08		R00835
equilibrium constant		GLH_R02035	dimensionless	20744.52	22521.786	9520.2973	1e-10	1e+08		R02035
equilibrium constant		PGD_R01528	dimensionless	12.330424	13.386821	5.6588103	1e-10	1e+08		R01528
equilibrium constant		RPI_R01056	dimensionless	2.264296	2.4582873	1.039155	1e-10	1e+08		R01056
equilibrium constant		RPE_R01529	dimensionless	3.9024941	4.2368363	1.7909744	1e-10	1e+08		R01529
equilibrium constant		TXT_R01641	dimensionless	4.7316932	5.1370762	2.1715193	1e-10	1e+08		R01641
equilibrium constant		TAL_R08575	dimensionless	1.3194676	1.4325116	0.60554421	1e-10	1e+08		R08575
equilibrium constant		TXT_R01067	dimensionless	59.621212	64.729199	27.362005	1e-10	1e+08		R01067
equilibrium constant		CSN_R00351	dimensionless	5416530.1	5880585.8	2485812	1e-10	1e+08		R00351
equilibrium constant		ACN_R01325	dimensionless	0.034861263	0.037847966	0.015998904	1e-10	1e+08		R01325
equilibrium constant		ACN_R01900	dimensionless	1.3190957	1.4321079	0.60537353	1e-10	1e+08		R01900
equilibrium constant		ICD_R00709	dimensionless	100.21644	108.80238	45.992402	1e-10	1e+08		R00709
equilibrium constant		KGD_R08549	dimensionless	92567.323	100497.93	42481.987	1e-10	1e+08		R08549
equilibrium constant		SCS_R00405	dimensionless	0.58290232	0.63284188	0.26751178	1e-10	1e+08		R00405
equilibrium constant		SDH_R02164	dimensionless	6026.7589	6543.0953	2765.8648	1e-10	1e+08		R02164
equilibrium constant		FUM_R01082	dimensionless	4.0148279	4.3587942	1.8425278	1e-10	1e+08		R01082
equilibrium constant		MDH_R00342	dimensionless	1.940976e-05	2.1072671e-05	8.907735e-06	1e-10	1e+08		R00342
equilibrium constant		PPC_R00345	dimensionless	3.7190993e-07	4.0377294e-07	1.7068089e-07	1e-10	1e+08		R00345
equilibrium constant		Overflow	dimensionless	NaN	NaN	NaN	1e-10	1e+08		Overflow
substrate catalytic rate constant		PTS_RPTSsy	1/s	15	16.28511	6.8839607	0.01	10000000		RPTSsy
substrate catalytic rate constant		PGI_R02740	1/s	125.62172	136.38423	57.651665	0.01	10000000		R02740
substrate catalytic rate constant		PFK_R04779	1/s	41.75	45.326889	19.160357	0.01	10000000		R04779
substrate catalytic rate constant		ALD_R01070	1/s	NaN	NaN	NaN	0.01	10000000		R01070
substrate catalytic rate constant		TIM_R01015	1/s	4500	4885.5329	2065.1882	0.01	10000000		R01015
substrate catalytic rate constant		GAP_R01061	1/s	134	145.48031	61.496715	0.01	10000000		R01061
substrate catalytic rate constant		PGK_R01512	1/s	67.158925	72.912698	30.821293	0.01	10000000		R01512
substrate catalytic rate constant		PGM_R01518	1/s	530	575.40721	243.23328	0.01	10000000		R01518
substrate catalytic rate constant		PGH_R00658	1/s	197.83576	214.78514	90.792906	0.01	10000000		R00658
substrate catalytic rate constant		PYK_R00200	1/s	67	72.740157	30.748358	0.01	10000000		R00200
substrate catalytic rate constant		PDH_R00209	1/s	37.9	41.147044	17.393474	0.01	10000000		R00209
substrate catalytic rate constant		ZWF_R00835	1/s	174	188.90727	79.853944	0.01	10000000		R00835
substrate catalytic rate constant		GLH_R02035	1/s	468	508.09542	214.77957	0.01	10000000		R02035
substrate catalytic rate constant		PGD_R01528	1/s	27.456347	29.808642	12.600561	0.01	10000000		R01528
substrate catalytic rate constant		RPI_R01056	1/s	1405.8805	1526.3279	645.20174	0.01	10000000		R01056
substrate catalytic rate constant		RPE_R01529	1/s	1300	1411.3762	596.60993	0.01	10000000		R01529
substrate catalytic rate constant		TXT_R01641	1/s	45	48.855329	20.651882	0.01	10000000		R01641
substrate catalytic rate constant		TAL_R08575	1/s	6.44	6.9917405	2.9555138	0.01	10000000		R08575
substrate catalytic rate constant		TXT_R01067	1/s	69	74.911505	31.666219	0.01	10000000		R01067
substrate catalytic rate constant		CSN_R00351	1/s	40.499408	43.969154	18.586422	0.01	10000000		R00351
substrate catalytic rate constant		ACN_R01325	1/s	19.6	21.27921	8.995042	0.01	10000000		R01325
substrate catalytic rate constant		ACN_R01900	1/s	71	77.082853	32.584081	0.01	10000000		R01900
substrate catalytic rate constant		ICD_R00709	1/s	106.3	115.40714	48.784335	0.01	10000000		R00709
substrate catalytic rate constant		KGD_R08549	1/s	NaN	NaN	NaN	0.01	10000000		R08549
substrate catalytic rate constant		SCS_R00405	1/s	201	218.22047	92.245073	0.01	10000000		R00405
substrate catalytic rate constant		SDH_R02164	1/s	85.572486	92.903822	39.271842	0.01	10000000		R02164
substrate catalytic rate constant		FUM_R01082	1/s	409.59643	444.68819	187.97638	0.01	10000000		R01082
substrate catalytic rate constant		MDH_R00342	1/s	1034.7807	1123.4345	474.89264	0.01	10000000		R00342
substrate catalytic rate constant		PPC_R00345	1/s	270	293.13198	123.91129	0.01	10000000		R00345
substrate catalytic rate constant		Overflow	1/s	NaN	NaN	NaN	0.01	10000000		Overflow
product catalytic rate constant		PTS_RPTSsy	1/s	NaN	NaN	NaN	0.005	10000000		RPTSsy
product catalytic rate constant		PGI_R02740	1/s	NaN	NaN	NaN	0.005	10000000		R02740
product catalytic rate constant		PFK_R04779	1/s	NaN	NaN	NaN	0.005	10000000		R04779
product catalytic rate constant		ALD_R01070	1/s	NaN	NaN	NaN	0.005	10000000		R01070
product catalytic rate constant		TIM_R01015	1/s	250	271.4185	114.73268	0.005	10000000		R01015
product catalytic rate constant		GAP_R01061	1/s	221	239.93395	101.42369	0.005	10000000		R01061
product catalytic rate constant		PGK_R01512	1/s	833	904.36643	382.28928	0.005	10000000		R01512
product catalytic rate constant		PGM_R01518	1/s	26.124843	28.363062	11.989493	0.005	10000000		R01518
product catalytic rate constant		PGH_R00658	1/s	NaN	NaN	NaN	0.005	10000000		R00658
product catalytic rate constant		PYK_R00200	1/s	NaN	NaN	NaN	0.005	10000000		R00200
product catalytic rate constant		PDH_R00209	1/s	0.077	0.083596897	0.035337665	0.005	10000000		R00209
product catalytic rate constant		ZWF_R00835	1/s	571	619.91984	262.04944	0.005	10000000		R00835
product catalytic rate constant		GLH_R02035	1/s	NaN	NaN	NaN	0.005	10000000		R02035
product catalytic rate constant		PGD_R01528	1/s	98	106.39605	44.97521	0.005	10000000		R01528
product catalytic rate constant		RPI_R01056	1/s	906.06764	983.69406	415.82227	0.005	10000000		R01056
